"date","club","country","elo"
"2012-08-15","Istres","FRA","1461.96"
"2012-08-15","Jagiellonia","POL","1312.74"
"2012-08-15","Juve Stabia","ITA","1410.79"
"2012-08-15","Juventus","ITA","1785.58"
"2012-08-15","Jyvaeskylae","FIN","1218.37"
"2012-08-15","Kaiserslautern","GER","1588.96"
"2012-08-15","Kalmar","SWE","1347.57"
"2012-08-15","Karabukspor","TUR","1453.32"
"2012-08-15","Kasimpasa","TUR","1360.41"
"2012-08-15","Kayserispor","TUR","1458.33"
"2012-08-15","Kerkyra","GRE","1361.26"
"2012-08-15","Kilmarnock","SCO","1261.49"
"2012-08-15","Korona","POL","1344.14"
"2012-08-15","Kortrijk","BEL","1468.04"
"2012-08-15","Kryliya Sovetov","RUS","1530.88"
"2012-08-15","Kuban","RUS","1579.52"
"2012-08-15","Kuopio","FIN","1250.84"
"2012-08-15","La Coruna","ESP","1738.01"
"2012-08-15","Las Palmas","ESP","1560.99"
"2012-08-15","Laval","FRA","1417.62"
"2012-08-15","Lazio","ITA","1652.60"
"2012-08-15","Le Havre","FRA","1434.21"
"2012-08-15","Le Mans","FRA","1458.83"
"2012-08-15","Lech","POL","1449.64"
"2012-08-15","Lechia","POL","1301.27"
"2012-08-15","Leeds","ENG","1460.97"
"2012-08-15","Legia","POL","1477.46"
"2012-08-15","Leicester","ENG","1518.27"
"2012-08-15","Lens","FRA","1481.33"
"2012-08-15","Levadeiakos","GRE","1366.05"
"2012-08-15","Levante","ESP","1732.93"
"2012-08-15","Leverkusen","GER","1775.05"
"2012-08-15","Lierse","BEL","1392.86"
"2012-08-15","Lille","FRA","1782.77"
"2012-08-15","Lillestrom","NOR","1309.67"
"2012-08-15","Liverpool","ENG","1744.59"
"2012-08-15","Livorno","ITA","1411.75"
"2012-08-15","Lok Moskva","RUS","1617.26"
"2012-08-15","Lokeren","BEL","1478.79"
"2012-08-15","Lorient","FRA","1572.05"
"2012-08-15","Lubin","POL","1356.62"
"2012-08-15","Lugo","ESP","1486.94"
"2012-08-15","Lyon","FRA","1724.68"
"2012-08-15","Mainz","GER","1696.19"
"2012-08-15","Malaga","ESP","1756.36"
"2012-08-15","Mallorca","ESP","1749.45"
"2012-08-15","Malmoe","SWE","1451.08"
"2012-08-15","Man City","ENG","1918.39"
"2012-08-15","Man United","ENG","1913.74"
"2012-08-15","Maritimo","POR","1600.52"
"2012-08-15","Marseille","FRA","1689.43"
"2012-08-15","Mattersburg","AUT","1371.12"
"2012-08-15","Mechelen","BEL","1404.15"
"2012-08-15","Mersin Idman Yurdu","TUR","1395.00"
"2012-08-15","MGladbach","GER","1764.44"
"2012-08-15","Middlesbrough","ENG","1497.34"
"2012-08-15","Midtjylland","DEN","1476.68"
"2012-08-15","Milan","ITA","1797.38"
"2012-08-15","Millwall","ENG","1503.30"
"2012-08-15","Mirandes","ESP","1486.94"
"2012-08-15","Mjaellby","SWE","1314.71"
"2012-08-15","Modena","ITA","1418.65"
"2012-08-15","Molde","NOR","1466.10"
"2012-08-15","Monaco","FRA","1533.72"
"2012-08-15","Montpellier","FRA","1737.50"
"2012-08-15","Mordovia","RUS","1495.85"
"2012-08-15","Moreirense","POR","1465.25"
"2012-08-15","Motherwell","SCO","1342.07"
"2012-08-15","Munich 1860","GER","1562.48"
"2012-08-15","Murcia","ESP","1479.85"
"2012-08-15","MyPa","FIN","1223.54"
"2012-08-15","NAC Breda","NED","1466.60"
"2012-08-15","Nacional","POR","1605.30"
"2012-08-15","Nancy","FRA","1612.70"
"2012-08-15","Nantes","FRA","1457.94"
"2012-08-15","Napoli","ITA","1698.99"
"2012-08-15","Newcastle","ENG","1747.42"
"2012-08-15","Nice","FRA","1576.94"
"2012-08-15","Nijmegen","NED","1524.26"
"2012-08-15","Nimes","FRA","1390.65"
"2012-08-15","Niort","FRA","1412.91"
"2012-08-15","Nordsjaelland","DEN","1513.10"
"2012-08-15","Norrkoeping","SWE","1289.44"
"2012-08-15","Norwich","ENG","1626.40"
"2012-08-15","Nottm Forest","ENG","1470.52"
"2012-08-15","Novara","ITA","1485.60"
"2012-08-15","Numancia","ESP","1574.29"
"2012-08-15","Nurnberg","GER","1684.39"
"2012-08-15","Odd Grenland","NOR","1351.40"
"2012-08-15","Odense","DEN","1416.91"
"2012-08-15","Oerebro","SWE","1238.89"
"2012-08-15","OFI","GRE","1346.95"
"2012-08-15","Olhanense","POR","1549.49"
"2012-08-15","Olympiakos","GRE","1732.61"
"2012-08-15","Orduspor","TUR","1480.23"
"2012-08-15","Osasuna","ESP","1742.15"
"2012-08-15","Otelul Galati","ROM","1431.88"
"2012-08-15","Oud-Heverlee Leuven","BEL","1368.25"
"2012-08-15","Pacos Ferreira","POR","1516.92"
"2012-08-15","Paderborn","GER","1546.18"
"2012-08-15","Padova","ITA","1405.52"
"2012-08-15","Palermo","ITA","1564.29"
"2012-08-15","Panathinaikos","GRE","1617.33"
"2012-08-15","Pandurii","ROM","1411.19"
"2012-08-15","Panionios","GRE","1390.31"
"2012-08-15","Panthrakikos","GRE","1389.75"
"2012-08-15","PAOK","GRE","1564.30"
"2012-08-15","Paris SG","FRA","1749.38"
"2012-08-15","Parma","ITA","1654.04"
"2012-08-15","Pescara","ITA","1511.93"
"2012-08-15","Peterboro","ENG","1404.08"
"2012-08-15","Petrolul Ploiesti","ROM","1348.09"
"2012-08-15","Piast Gliwice","POL","1240.51"
"2012-08-15","Piatra Neamt","ROM","1306.57"
"2012-08-15","Platanias","GRE","1389.75"
"2012-08-15","Podbeskidzie","POL","1262.58"
"2012-08-15","Pogon","POL","1240.51"
"2012-08-15","Polonia Warszawa","POL","1358.47"
"2012-08-15","Ponferradina","ESP","1486.94"
"2012-08-15","Porto","POR","1890.23"
"2012-08-15","Pro Vercelli","ITA","1337.54"
"2012-08-15","PSV Eindhoven","NED","1703.62"
"2012-08-15","QPR","ENG","1600.71"
"2012-08-15","Randers","DEN","1363.97"
"2012-08-15","Rapid Bucuresti","ROM","1491.12"
"2012-08-15","Rapid Wien","AUT","1527.14"
"2012-08-15","Reading","ENG","1628.99"
"2012-08-15","Real Madrid","ESP","2089.41"
"2012-08-15","Real Madrid B","ESP","1486.94"
"2012-08-15","Recreativo","ESP","1547.13"
"2012-08-15","Regensburg","GER","1408.13"
"2012-08-15","Reggina","ITA","1410.44"
"2012-08-15","Reims","FRA","1507.75"
"2012-08-15","Rennes","FRA","1635.52"
"2012-08-15","Ried","AUT","1430.78"
"2012-08-15","Rio Ave","POR","1517.25"
"2012-08-15","Roda","NED","1476.05"
"2012-08-15","Roma","ITA","1643.80"
"2012-08-15","Rosenborg","NOR","1493.34"
"2012-08-15","Ross County","SCO","1204.49"
"2012-08-15","Rostov","RUS","1456.70"
"2012-08-15","Rubin Kazan","RUS","1681.82"
"2012-08-15","Ruch","POL","1405.11"
"2012-08-15","Sabadell","ESP","1488.35"
"2012-08-15","Salzburg","AUT","1555.51"
"2012-08-15","Sampdoria","ITA","1536.78"
"2012-08-15","Sandhausen","GER","1405.11"
"2012-08-15","Sandnes","NOR","1227.68"
"2012-08-15","Santander","ESP","1609.25"
"2012-08-15","Sassuolo","ITA","1499.48"
"2012-08-15","Schalke 04","GER","1803.23"
"2012-08-15","Sedan","FRA","1497.91"
"2012-08-15","Setubal","POR","1472.26"
"2012-08-15","Sevilla","ESP","1752.75"
"2012-08-15","Sheffield Weds","ENG","1387.53"
"2012-08-15","Siena","ITA","1571.68"
"2012-08-15","Silkeborg","DEN","1370.13"
"2012-08-15","Sivasspor","TUR","1472.60"
"2012-08-15","Slask","POL","1398.30"
"2012-08-15","Sochaux","FRA","1570.04"
"2012-08-15","Sociedad","ESP","1699.71"
"2012-08-15","Sogndal","NOR","1298.82"
"2012-08-15","SonderjyskE","DEN","1416.08"
"2012-08-15","Southampton","ENG","1559.75"
"2012-08-15","Sp Braga","POR","1725.31"
"2012-08-15","Sp Gijon","ESP","1671.02"
"2012-08-15","Sp Lisbon","POR","1717.76"
"2012-08-15","Spartak Moskva","RUS","1706.12"
"2012-08-15","Spezia","ITA","1337.54"
"2012-08-15","St Etienne","FRA","1622.90"
"2012-08-15","St Johnstone","SCO","1272.51"
"2012-08-15","St Mirren","SCO","1258.72"
"2012-08-15","St Pauli","GER","1588.06"
"2012-08-15","Stabaek","NOR","1221.89"
"2012-08-15","Standard","BEL","1545.01"
"2012-08-15","Steaua","ROM","1554.23"
"2012-08-15","Stoke","ENG","1657.87"
"2012-08-15","Stromsgodset","NOR","1413.90"
"2012-08-15","Sturm Graz","AUT","1447.65"
"2012-08-15","Stuttgart","GER","1772.23"
"2012-08-15","Sunderland","ENG","1669.17"
"2012-08-15","Sundsvall","SWE","1272.49"
"2012-08-15","Swansea","ENG","1650.73"
"2012-08-15","Syrianska","SWE","1235.97"
"2012-08-15","Terek Grozny","RUS","1495.58"
"2012-08-15","Ternana","ITA","1337.54"
"2012-08-15","Torino","ITA","1523.26"
"2012-08-15","Tottenham","ENG","1796.78"
"2012-08-15","Toulouse","FRA","1635.98"
"2012-08-15","Tours","FRA","1444.74"
"2012-08-15","Trabzonspor","TUR","1595.70"
"2012-08-15","Tromso","NOR","1429.11"
"2012-08-15","Troyes","FRA","1490.41"
"2012-08-15","Turnu Severin","ROM","1323.59"
"2012-08-15","Twente","NED","1651.25"
"2012-08-15","Udinese","ITA","1682.29"
"2012-08-15","Union Berlin","GER","1478.43"
"2012-08-15","Universitatea Cluj","ROM","1378.01"
"2012-08-15","Utrecht","NED","1517.97"
"2012-08-15","Valencia","ESP","1812.74"
"2012-08-15","Valenciennes","FRA","1599.47"
"2012-08-15","Valerenga","NOR","1393.26"
"2012-08-15","Valladolid","ESP","1714.65"
"2012-08-15","Vallecano","ESP","1658.28"
"2012-08-15","Varese","ITA","1492.01"
"2012-08-15","Vaslui","ROM","1527.05"
"2012-08-15","Veria","GRE","1389.75"
"2012-08-15","Verona","ITA","1456.95"
"2012-08-15","Vicenza","ITA","1366.97"
"2012-08-15","Viitorul","ROM","1336.04"
"2012-08-15","Viking","NOR","1367.34"
"2012-08-15","Villarreal","ESP","1706.72"
"2012-08-15","Virtus Lanciano","ITA","1337.54"
"2012-08-15","Vitesse","NED","1515.24"
"2012-08-15","Volga","RUS","1434.41"
"2012-08-15","VVV Venlo","NED","1372.70"
"2012-08-15","Waalwijk","NED","1463.02"
"2012-08-15","Wacker Innsbruck","AUT","1364.86"
"2012-08-15","Waregem","BEL","1448.89"
"2012-08-15","Watford","ENG","1493.26"
"2012-08-15","Werder Bremen","GER","1679.48"
"2012-08-15","West Brom","ENG","1677.52"
"2012-08-15","West Ham","ENG","1640.17"
"2012-08-15","Widzew","POL","1343.22"
"2012-08-15","Wiener Neustadt","AUT","1300.81"
"2012-08-15","Wigan","ENG","1666.69"
"2012-08-15","Willem II","NED","1310.79"
"2012-08-15","Wisla","POL","1420.66"
"2012-08-15","Wolfsberg","AUT","1268.94"
"2012-08-15","Wolfsburg","GER","1693.45"
"2012-08-15","Wolves","ENG","1550.09"
"2012-08-15","Xanthi","GRE","1385.50"
"2012-08-15","Xerez","ESP","1530.86"
"2012-08-15","Zaragoza","ESP","1707.08"
"2012-08-15","Zenit","RUS","1821.29"
"2012-08-15","Zwolle","NED","1315.59"
"2012-09-01","Aalborg","DEN","1445.14"
"2012-09-01","Aalen","GER","1425.75"
"2012-09-01","Aalesund","NOR","1385.71"
"2012-09-01","Aarhus","DEN","1359.58"
"2012-09-01","Aberdeen","SCO","1262.08"
"2012-09-01","Academica","POR","1493.11"
"2012-09-01","Admira","AUT","1404.46"
"2012-09-01","AEK","GRE","1486.53"
"2012-09-01","AIK","SWE","1468.42"
"2012-09-01","Ajaccio","FRA","1559.39"
"2012-09-01","Ajax","NED","1756.39"
"2012-09-01","Akhisar Belediyespor","TUR","1365.00"
"2012-09-01","Alanya","RUS","1474.30"
"2012-09-01","Alcorcon","ESP","1625.78"
"2012-09-01","Almeria","ESP","1664.44"
"2012-09-01","Amkar Perm","RUS","1545.88"
"2012-09-01","Anderlecht","BEL","1692.42"
"2012-09-01","Angers","FRA","1465.81"
"2012-09-01","Antalyaspor","TUR","1440.83"
"2012-09-01","Anzhi","RUS","1683.96"
"2012-09-01","Aris","GRE","1439.75"
"2012-09-01","Arles","FRA","1474.41"
"2012-09-01","Arsenal","ENG","1820.24"
"2012-09-01","Ascoli","ITA","1433.95"
"2012-09-01","Asteras Tripolis","GRE","1423.98"
"2012-09-01","Aston Villa","ENG","1643.35"
"2012-09-01","Astra","ROM","1376.04"
"2012-09-01","Atalanta","ITA","1585.16"
"2012-09-01","Ath Bilbao","ESP","1746.20"
"2012-09-01","Ath Madrid","ESP","1858.81"
"2012-09-01","Atromitos","GRE","1467.10"
"2012-09-01","Atvidaberg","SWE","1292.59"
"2012-09-01","Augsburg","GER","1646.02"
"2012-09-01","Austria Wien","AUT","1516.45"
"2012-09-01","Auxerre","FRA","1560.26"
"2012-09-01","AZ Alkmaar","NED","1607.17"
"2012-09-01","Barcelona","ESP","2079.20"
"2012-09-01","Barcelona B","ESP","1594.27"
"2012-09-01","Bari","ITA","1437.44"
"2012-09-01","Barnsley","ENG","1378.02"
"2012-09-01","Bastia","FRA","1542.53"
"2012-09-01","Bayern Munich","GER","1933.35"
"2012-09-01","Beerschot VA","BEL","1399.93"
"2012-09-01","Beira Mar","POR","1487.53"
"2012-09-01","Belchatow","POL","1296.38"
"2012-09-01","Benfica","POR","1819.94"
"2012-09-01","Bergen","BEL","1404.27"
"2012-09-01","Besiktas","TUR","1568.51"
"2012-09-01","Betis","ESP","1723.18"
"2012-09-01","Beveren","BEL","1322.03"
"2012-09-01","Birmingham","ENG","1564.41"
"2012-09-01","Bistrita","ROM","1324.49"
"2012-09-01","Blackburn","ENG","1611.92"
"2012-09-01","Blackpool","ENG","1608.99"
"2012-09-01","Bochum","GER","1468.45"
"2012-09-01","Bologna","ITA","1603.34"
"2012-09-01","Bolton","ENG","1601.13"
"2012-09-01","Bordeaux","FRA","1725.76"
"2012-09-01","Brann","NOR","1402.49"
"2012-09-01","Brasov","ROM","1388.68"
"2012-09-01","Braunschweig","GER","1502.16"
"2012-09-01","Brescia","ITA","1425.18"
"2012-09-01","Brest","FRA","1569.88"
"2012-09-01","Brighton","ENG","1473.12"
"2012-09-01","Bristol City","ENG","1457.29"
"2012-09-01","Brondby","DEN","1350.54"
"2012-09-01","Burnley","ENG","1484.01"
"2012-09-01","Bursaspor","TUR","1538.41"
"2012-09-01","Buyuksehyr","TUR","1472.85"
"2012-09-01","Caen","FRA","1560.27"
"2012-09-01","Cagliari","ITA","1557.81"
"2012-09-01","Cardiff","ENG","1516.92"
"2012-09-01","Catania","ITA","1595.25"
"2012-09-01","Celta","ESP","1691.49"
"2012-09-01","Celtic","SCO","1614.22"
"2012-09-01","Cercle Brugge","BEL","1432.44"
"2012-09-01","Cesena","ITA","1444.65"
"2012-09-01","CFR Cluj","ROM","1555.84"
"2012-09-01","Charleroi","BEL","1326.03"
"2012-09-01","Charlton","ENG","1405.68"
"2012-09-01","Chateauroux","FRA","1419.42"
"2012-09-01","Chelsea","ENG","1868.93"
"2012-09-01","Chiajna","ROM","1360.30"
"2012-09-01","Chievo","ITA","1606.82"
"2012-09-01","Cittadella","ITA","1368.63"
"2012-09-01","Clermont","FRA","1451.28"
"2012-09-01","Club Brugge","BEL","1633.75"
"2012-09-01","Cordoba","ESP","1607.12"
"2012-09-01","Cottbus","GER","1493.96"
"2012-09-01","Crotone","ITA","1441.20"
"2012-09-01","Crystal Palace","ENG","1409.96"
"2012-09-01","CSKA Moskva","RUS","1674.11"
"2012-09-01","Den Haag","NED","1415.33"
"2012-09-01","Derby","ENG","1449.04"
"2012-09-01","Dijon","FRA","1533.62"
"2012-09-01","Dinamo Bucuresti","ROM","1475.25"
"2012-09-01","Djurgarden","SWE","1360.79"
"2012-09-01","Dortmund","GER","1915.21"
"2012-09-01","Dresden","GER","1475.65"
"2012-09-01","Duisburg","GER","1450.59"
"2012-09-01","Dundee","SCO","1182.14"
"2012-09-01","Dundee United","SCO","1402.37"
"2012-09-01","Dynamo Moskva","RUS","1612.40"
"2012-09-01","Ein Frankfurt","GER","1637.92"
"2012-09-01","Elazigspor","TUR","1353.18"
"2012-09-01","Elche","ESP","1563.54"
"2012-09-01","Elfsborg","SWE","1445.12"
"2012-09-01","Empoli","ITA","1395.10"
"2012-09-01","Erzgebirge Aue","GER","1449.89"
"2012-09-01","Esbjerg","DEN","1329.58"
"2012-09-01","Eskisehirspor","TUR","1492.48"
"2012-09-01","Espanol","ESP","1681.53"
"2012-09-01","Estoril","POR","1462.53"
"2012-09-01","Everton","ENG","1798.18"
"2012-09-01","Evian Thonon Gaillard","FRA","1588.97"
"2012-09-01","FC Kobenhavn","DEN","1579.13"
"2012-09-01","FC Koln","GER","1557.57"
"2012-09-01","FC Krasnodar","RUS","1535.19"
"2012-09-01","Fenerbahce","TUR","1676.32"
"2012-09-01","Feyenoord","NED","1610.44"
"2012-09-01","Fiorentina","ITA","1610.88"
"2012-09-01","Fortuna Dusseldorf","GER","1627.90"
"2012-09-01","Frankfurt FSV","GER","1481.24"
"2012-09-01","Fredrikstad","NOR","1277.38"
"2012-09-01","Freiburg","GER","1674.71"
"2012-09-01","Fulham","ENG","1720.97"
"2012-09-01","GAIS","SWE","1283.36"
"2012-09-01","Galatasaray","TUR","1649.94"
"2012-09-01","Gaz Metan","ROM","1384.76"
"2012-09-01","Gazelec","FRA","1388.43"
"2012-09-01","Gaziantepspor","TUR","1531.54"
"2012-09-01","Gefle","SWE","1277.96"
"2012-09-01","Genclerbirligi","TUR","1487.88"
"2012-09-01","Genk","BEL","1589.87"
"2012-09-01","Genoa","ITA","1561.13"
"2012-09-01","Gent","BEL","1539.61"
"2012-09-01","Getafe","ESP","1713.01"
"2012-09-01","Giannina","GRE","1367.83"
"2012-09-01","Gil Vicente","POR","1522.32"
"2012-09-01","Girona","ESP","1583.40"
"2012-09-01","Goeteborg","SWE","1354.10"
"2012-09-01","Gornik","POL","1367.12"
"2012-09-01","Granada","ESP","1640.43"
"2012-09-01","Greuther Furth","GER","1653.43"
"2012-09-01","Groningen","NED","1429.23"
"2012-09-01","Grosseto","ITA","1376.21"
"2012-09-01","Guadalajara","ESP","1494.33"
"2012-09-01","Guimaraes","POR","1583.74"
"2012-09-01","Guingamp","FRA","1479.08"
"2012-09-01","Haecken","SWE","1430.25"
"2012-09-01","Hamburg","GER","1644.89"
"2012-09-01","Hannover","GER","1726.79"
"2012-09-01","Haugesund","NOR","1420.11"
"2012-09-01","Hearts","SCO","1349.60"
"2012-09-01","Heerenveen","NED","1552.94"
"2012-09-01","Helsingborg","SWE","1452.15"
"2012-09-01","Heracles","NED","1449.77"
"2012-09-01","Hercules","ESP","1609.07"
"2012-09-01","Hertha","GER","1599.87"
"2012-09-01","Hibernian","SCO","1234.91"
"2012-09-01","HJK Helsinki","FIN","1265.15"
"2012-09-01","Hoffenheim","GER","1672.58"
"2012-09-01","Honefoss","NOR","1316.37"
"2012-09-01","Horsens","DEN","1406.52"
"2012-09-01","Huddersfield","ENG","1398.96"
"2012-09-01","Huesca","ESP","1557.34"
"2012-09-01","Hull","ENG","1501.39"
"2012-09-01","Iasi","ROM","1322.20"
"2012-09-01","Ingolstadt","GER","1454.80"
"2012-09-01","Inter","ITA","1708.33"
"2012-09-01","Inter Turku","FIN","1216.82"
"2012-09-01","Inverness","SCO","1261.33"
"2012-09-01","Ipswich","ENG","1476.10"
"2012-09-01","Istres","FRA","1476.27"
"2012-09-01","Jagiellonia","POL","1310.17"
"2012-09-01","Juve Stabia","ITA","1400.44"
"2012-09-01","Juventus","ITA","1794.14"
"2012-09-01","Jyvaeskylae","FIN","1218.06"
"2012-09-01","Kaiserslautern","GER","1595.60"
"2012-09-01","Kalmar","SWE","1364.46"
"2012-09-01","Karabukspor","TUR","1436.11"
"2012-09-01","Kasimpasa","TUR","1357.13"
"2012-09-01","Kayserispor","TUR","1429.01"
"2012-09-01","Kerkyra","GRE","1338.61"
"2012-09-01","Kilmarnock","SCO","1274.55"
"2012-09-01","Korona","POL","1323.87"
"2012-09-01","Kortrijk","BEL","1469.57"
"2012-09-01","Kryliya Sovetov","RUS","1514.72"
"2012-09-01","Kuban","RUS","1580.42"
"2012-09-01","Kuopio","FIN","1250.53"
"2012-09-01","La Coruna","ESP","1753.79"
"2012-09-01","Las Palmas","ESP","1570.84"
"2012-09-01","Laval","FRA","1412.14"
"2012-09-01","Lazio","ITA","1664.95"
"2012-09-01","Le Havre","FRA","1455.46"
"2012-09-01","Le Mans","FRA","1474.02"
"2012-09-01","Lech","POL","1461.24"
"2012-09-01","Lechia","POL","1295.35"
"2012-09-01","Leeds","ENG","1474.49"
"2012-09-01","Legia","POL","1475.12"
"2012-09-01","Leicester","ENG","1510.70"
"2012-09-01","Lens","FRA","1482.90"
"2012-09-01","Levadeiakos","GRE","1349.76"
"2012-09-01","Levante","ESP","1729.04"
"2012-09-01","Leverkusen","GER","1764.44"
"2012-09-01","Lierse","BEL","1422.87"
"2012-09-01","Lille","FRA","1780.38"
"2012-09-01","Lillestrom","NOR","1330.73"
"2012-09-01","Liverpool","ENG","1735.49"
"2012-09-01","Livorno","ITA","1428.88"
"2012-09-01","Lok Moskva","RUS","1617.50"
"2012-09-01","Lokeren","BEL","1481.06"
"2012-09-01","Lorient","FRA","1584.68"
"2012-09-01","Lubin","POL","1335.59"
"2012-09-01","Lugo","ESP","1503.63"
"2012-09-01","Lyon","FRA","1729.01"
"2012-09-01","Mainz","GER","1685.67"
"2012-09-01","Malaga","ESP","1772.14"
"2012-09-01","Mallorca","ESP","1759.84"
"2012-09-01","Malmoe","SWE","1460.76"
"2012-09-01","Man City","ENG","1917.05"
"2012-09-01","Man United","ENG","1907.50"
"2012-09-01","Maritimo","POR","1609.38"
"2012-09-01","Marseille","FRA","1709.58"
"2012-09-01","Mattersburg","AUT","1394.08"
"2012-09-01","Mechelen","BEL","1404.83"
"2012-09-01","Mersin Idman Yurdu","TUR","1378.78"
"2012-09-01","MGladbach","GER","1757.01"
"2012-09-01","Middlesbrough","ENG","1500.31"
"2012-09-01","Midtjylland","DEN","1443.23"
"2012-09-01","Milan","ITA","1785.50"
"2012-09-01","Millwall","ENG","1492.12"
"2012-09-01","Mirandes","ESP","1476.37"
"2012-09-01","Mjaellby","SWE","1303.60"
"2012-09-01","Modena","ITA","1421.32"
"2012-09-01","Molde","NOR","1519.55"
"2012-09-01","Monaco","FRA","1544.38"
"2012-09-01","Montpellier","FRA","1718.73"
"2012-09-01","Mordovia","RUS","1481.12"
"2012-09-01","Moreirense","POR","1484.45"
"2012-09-01","Motherwell","SCO","1348.26"
"2012-09-01","Munich 1860","GER","1571.15"
"2012-09-01","Murcia","ESP","1497.85"
"2012-09-01","MyPa","FIN","1223.24"
"2012-09-01","NAC Breda","NED","1435.02"
"2012-09-01","Nacional","POR","1588.53"
"2012-09-01","Nancy","FRA","1611.73"
"2012-09-01","Nantes","FRA","1476.54"
"2012-09-01","Napoli","ITA","1712.82"
"2012-09-01","Newcastle","ENG","1752.54"
"2012-09-01","Nice","FRA","1585.50"
"2012-09-01","Nijmegen","NED","1481.26"
"2012-09-01","Nimes","FRA","1407.72"
"2012-09-01","Niort","FRA","1404.39"
"2012-09-01","Nordsjaelland","DEN","1518.23"
"2012-09-01","Norrkoeping","SWE","1298.05"
"2012-09-01","Norwich","ENG","1614.29"
"2012-09-01","Nottm Forest","ENG","1481.55"
"2012-09-01","Novara","ITA","1487.54"
"2012-09-01","Numancia","ESP","1590.32"
"2012-09-01","Nurnberg","GER","1692.76"
"2012-09-01","Odd Grenland","NOR","1373.75"
"2012-09-01","Odense","DEN","1399.75"
"2012-09-01","Oerebro","SWE","1228.14"
"2012-09-01","OFI","GRE","1333.52"
"2012-09-01","Olhanense","POR","1556.27"
"2012-09-01","Olympiakos","GRE","1723.33"
"2012-09-01","Orduspor","TUR","1481.15"
"2012-09-01","Osasuna","ESP","1733.65"
"2012-09-01","Otelul Galati","ROM","1425.65"
"2012-09-01","Oud-Heverlee Leuven","BEL","1388.67"
"2012-09-01","Pacos Ferreira","POR","1516.21"
"2012-09-01","Paderborn","GER","1537.87"
"2012-09-01","Padova","ITA","1405.30"
"2012-09-01","Palermo","ITA","1557.24"
"2012-09-01","Panathinaikos","GRE","1595.20"
"2012-09-01","Pandurii","ROM","1431.36"
"2012-09-01","Panionios","GRE","1386.01"
"2012-09-01","Panthrakikos","GRE","1375.24"
"2012-09-01","PAOK","GRE","1536.95"
"2012-09-01","Paris SG","FRA","1746.00"
"2012-09-01","Parma","ITA","1652.26"
"2012-09-01","Pescara","ITA","1506.93"
"2012-09-01","Peterboro","ENG","1384.77"
"2012-09-01","Petrolul Ploiesti","ROM","1352.05"
"2012-09-01","Piast Gliwice","POL","1229.58"
"2012-09-01","Piatra Neamt","ROM","1292.78"
"2012-09-01","Platanias","GRE","1379.96"
"2012-09-01","Podbeskidzie","POL","1253.25"
"2012-09-01","Pogon","POL","1232.01"
"2012-09-01","Polonia Warszawa","POL","1372.75"
"2012-09-01","Ponferradina","ESP","1497.29"
"2012-09-01","Porto","POR","1888.20"
"2012-09-01","Pro Vercelli","ITA","1347.48"
"2012-09-01","PSV Eindhoven","NED","1689.74"
"2012-09-01","QPR","ENG","1585.93"
"2012-09-01","Randers","DEN","1361.47"
"2012-09-01","Rapid Bucuresti","ROM","1502.46"
"2012-09-01","Rapid Wien","AUT","1548.28"
"2012-09-01","Reading","ENG","1626.06"
"2012-09-01","Real Madrid","ESP","2069.67"
"2012-09-01","Real Madrid B","ESP","1496.45"
"2012-09-01","Recreativo","ESP","1545.55"
"2012-09-01","Regensburg","GER","1404.75"
"2012-09-01","Reggina","ITA","1415.14"
"2012-09-01","Reims","FRA","1512.53"
"2012-09-01","Rennes","FRA","1637.97"
"2012-09-01","Ried","AUT","1423.49"
"2012-09-01","Rio Ave","POR","1526.50"
"2012-09-01","Roda","NED","1442.97"
"2012-09-01","Roma","ITA","1643.85"
"2012-09-01","Rosenborg","NOR","1514.13"
"2012-09-01","Ross County","SCO","1224.99"
"2012-09-01","Rostov","RUS","1473.72"
"2012-09-01","Rubin Kazan","RUS","1692.66"
"2012-09-01","Ruch","POL","1377.86"
"2012-09-01","Sabadell","ESP","1499.16"
"2012-09-01","Salzburg","AUT","1554.40"
"2012-09-01","Sampdoria","ITA","1555.44"
"2012-09-01","Sandhausen","GER","1415.44"
"2012-09-01","Sandnes","NOR","1248.32"
"2012-09-01","Santander","ESP","1591.95"
"2012-09-01","Sassuolo","ITA","1517.85"
"2012-09-01","Schalke 04","GER","1802.33"
"2012-09-01","Sedan","FRA","1501.02"
"2012-09-01","Setubal","POR","1474.26"
"2012-09-01","Sevilla","ESP","1759.23"
"2012-09-01","Sheffield Weds","ENG","1412.30"
"2012-09-01","Siena","ITA","1571.91"
"2012-09-01","Silkeborg","DEN","1356.83"
"2012-09-01","Sivasspor","TUR","1469.31"
"2012-09-01","Slask","POL","1388.28"
"2012-09-01","Sochaux","FRA","1560.29"
"2012-09-01","Sociedad","ESP","1706.80"
"2012-09-01","Sogndal","NOR","1304.09"
"2012-09-01","SonderjyskE","DEN","1375.75"
"2012-09-01","Southampton","ENG","1549.76"
"2012-09-01","Sp Braga","POR","1732.55"
"2012-09-01","Sp Gijon","ESP","1647.91"
"2012-09-01","Sp Lisbon","POR","1707.88"
"2012-09-01","Spartak Moskva","RUS","1713.81"
"2012-09-01","Spezia","ITA","1348.11"
"2012-09-01","St Etienne","FRA","1630.05"
"2012-09-01","St Johnstone","SCO","1255.45"
"2012-09-01","St Mirren","SCO","1256.50"
"2012-09-01","St Pauli","GER","1574.33"
"2012-09-01","Stabaek","NOR","1233.71"
